name,display_name,types,image,generation,generation_label,total,hp,attack,defense,sp_atk,sp_def,speed,level,evolution_paths
sneasler,Sneasler,"[""Fighting"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/sneasler.jpg,generation-viii,Generation VIII,510.0,80.0,130.0,60.0,,,120.0,,[]
overqwil,Overqwil,"[""Dark"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/overqwil.jpg,generation-viii,Generation VIII,510.0,85.0,115.0,95.0,,,85.0,,[]
enamorus,Enamorus,"[""Fairy"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/enamorus.jpg,generation-viii,Generation VIII,,,,,,,,,
sprigatito,Sprigatito,"[""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/sprigatito.png,generation-ix,Generation IX,310.0,40.0,61.0,54.0,,,65.0,(Level 16),"[{""evolves_to"": ""Floragato"", ""condition"": ""(Level 16)""}]"
floragato,Floragato,"[""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/floragato.png,generation-ix,Generation IX,410.0,61.0,80.0,63.0,,,83.0,(Level 36),"[{""evolves_to"": ""Meowscarada"", ""condition"": ""(Level 36)""}]"
meowscarada,Meowscarada,"[""Grass"", ""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/meowscarada.png,generation-ix,Generation IX,530.0,76.0,110.0,70.0,,,123.0,,[]
fuecoco,Fuecoco,"[""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/fuecoco.png,generation-ix,Generation IX,310.0,67.0,45.0,59.0,,,36.0,(Level 16),"[{""evolves_to"": ""Crocalor"", ""condition"": ""(Level 16)""}]"
crocalor,Crocalor,"[""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/crocalor.png,generation-ix,Generation IX,411.0,81.0,55.0,78.0,,,49.0,(Level 36),"[{""evolves_to"": ""Skeledirge"", ""condition"": ""(Level 36)""}]"
skeledirge,Skeledirge,"[""Fire"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/skeledirge.png,generation-ix,Generation IX,530.0,104.0,75.0,100.0,,,66.0,,[]
quaxly,Quaxly,"[""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxly.png,generation-ix,Generation IX,310.0,55.0,65.0,45.0,,,50.0,(Level 16),"[{""evolves_to"": ""Quaxwell"", ""condition"": ""(Level 16)""}]"
quaxwell,Quaxwell,"[""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxwell.png,generation-ix,Generation IX,410.0,70.0,85.0,65.0,,,65.0,(Level 36),"[{""evolves_to"": ""Quaquaval"", ""condition"": ""(Level 36)""}]"
quaquaval,Quaquaval,"[""Water"", ""Fighting""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/quaquaval.png,generation-ix,Generation IX,530.0,85.0,120.0,80.0,,,85.0,,[]
lechonk,Lechonk,"[""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/lechonk.png,generation-ix,Generation IX,254.0,54.0,45.0,40.0,,,35.0,,[]
oinkologne,Oinkologne,"[""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/oinkologne.png,generation-ix,Generation IX,,,,,,,,,
tarountula,Tarountula,"[""Bug""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/tarountula.png,generation-ix,Generation IX,210.0,35.0,41.0,45.0,,,20.0,(Level 15),"[{""evolves_to"": ""Spidops"", ""condition"": ""(Level 15)""}]"
spidops,Spidops,"[""Bug""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/spidops.png,generation-ix,Generation IX,404.0,60.0,79.0,92.0,,,35.0,,[]
nymble,Nymble,"[""Bug""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/nymble.png,generation-ix,Generation IX,210.0,33.0,46.0,40.0,,,45.0,(Level 24),"[{""evolves_to"": ""Lokix"", ""condition"": ""(Level 24)""}]"
lokix,Lokix,"[""Bug"", ""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/lokix.png,generation-ix,Generation IX,450.0,71.0,102.0,78.0,,,92.0,,[]
pawmi,Pawmi,"[""Electric""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmi.png,generation-ix,Generation IX,240.0,45.0,50.0,20.0,,,60.0,(Level 18),"[{""evolves_to"": ""Pawmo"", ""condition"": ""(Level 18)""}]"
pawmo,Pawmo,"[""Electric"", ""Fighting""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmo.png,generation-ix,Generation IX,350.0,60.0,75.0,40.0,,,85.0,"(walk 1,000 steps in Let's Go mode)","[{""evolves_to"": ""Pawmot"", ""condition"": ""(walk 1,000 steps in Let's Go mode)""}]"
pawmot,Pawmot,"[""Electric"", ""Fighting""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmot.png,generation-ix,Generation IX,490.0,70.0,115.0,70.0,,,105.0,,[]
tandemaus,Tandemaus,"[""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/tandemaus.png,generation-ix,Generation IX,305.0,50.0,50.0,45.0,,,75.0,,[]
maushold,Maushold,"[""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold.png,generation-ix,Generation IX,,,,,,,,,
fidough,Fidough,"[""Fairy""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/fidough.png,generation-ix,Generation IX,312.0,37.0,55.0,70.0,,,65.0,(Level 26),"[{""evolves_to"": ""Dachsbun"", ""condition"": ""(Level 26)""}]"
dachsbun,Dachsbun,"[""Fairy""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/dachsbun.png,generation-ix,Generation IX,477.0,57.0,80.0,115.0,,,95.0,,[]
smoliv,Smoliv,"[""Grass"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/smoliv.png,generation-ix,Generation IX,260.0,41.0,35.0,45.0,,,30.0,(Level 25),"[{""evolves_to"": ""Dolliv"", ""condition"": ""(Level 25)""}]"
dolliv,Dolliv,"[""Grass"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/dolliv.png,generation-ix,Generation IX,354.0,52.0,53.0,60.0,,,33.0,(Level 35),"[{""evolves_to"": ""Arboliva"", ""condition"": ""(Level 35)""}]"
arboliva,Arboliva,"[""Grass"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/arboliva.png,generation-ix,Generation IX,510.0,78.0,69.0,90.0,,,39.0,,[]
squawkabilly,Squawkabilly,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png,generation-ix,Generation IX,,,,,,,,,
nacli,Nacli,"[""Rock""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/nacli.png,generation-ix,Generation IX,280.0,55.0,55.0,75.0,,,25.0,(Level 24),"[{""evolves_to"": ""Naclstack"", ""condition"": ""(Level 24)""}]"
naclstack,Naclstack,"[""Rock""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/naclstack.png,generation-ix,Generation IX,355.0,60.0,60.0,100.0,,,35.0,(Level 38),"[{""evolves_to"": ""Garganacl"", ""condition"": ""(Level 38)""}]"
garganacl,Garganacl,"[""Rock""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/garganacl.png,generation-ix,Generation IX,500.0,100.0,100.0,130.0,,,35.0,,[]
charcadet,Charcadet,"[""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/charcadet.png,generation-ix,Generation IX,255.0,40.0,50.0,40.0,,,35.0,,[]
armarouge,Armarouge,"[""Fire"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/armarouge.png,generation-ix,Generation IX,525.0,85.0,60.0,100.0,,,75.0,,[]
ceruledge,Ceruledge,"[""Fire"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/ceruledge.png,generation-ix,Generation IX,525.0,75.0,125.0,80.0,,,85.0,,[]
tadbulb,Tadbulb,"[""Electric""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/tadbulb.png,generation-ix,Generation IX,272.0,61.0,31.0,41.0,,,45.0,(use Thunder Stone),"[{""evolves_to"": ""Bellibolt"", ""condition"": ""(use Thunder Stone)""}]"
bellibolt,Bellibolt,"[""Electric""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/bellibolt.png,generation-ix,Generation IX,495.0,109.0,64.0,91.0,,,45.0,,[]
wattrel,Wattrel,"[""Electric"", ""Flying""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/wattrel.png,generation-ix,Generation IX,280.0,40.0,40.0,35.0,,,70.0,(Level 25),"[{""evolves_to"": ""Kilowattrel"", ""condition"": ""(Level 25)""}]"
kilowattrel,Kilowattrel,"[""Electric"", ""Flying""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/kilowattrel.png,generation-ix,Generation IX,490.0,70.0,70.0,60.0,,,125.0,,[]
maschiff,Maschiff,"[""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/maschiff.png,generation-ix,Generation IX,340.0,60.0,78.0,60.0,,,51.0,(Level 30),"[{""evolves_to"": ""Mabosstiff"", ""condition"": ""(Level 30)""}]"
mabosstiff,Mabosstiff,"[""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/mabosstiff.png,generation-ix,Generation IX,505.0,80.0,120.0,90.0,,,85.0,,[]
shroodle,Shroodle,"[""Poison"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/shroodle.png,generation-ix,Generation IX,290.0,40.0,65.0,35.0,,,75.0,(Level 28),"[{""evolves_to"": ""Grafaiai"", ""condition"": ""(Level 28)""}]"
grafaiai,Grafaiai,"[""Poison"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/grafaiai.png,generation-ix,Generation IX,485.0,63.0,95.0,65.0,,,110.0,,[]
bramblin,Bramblin,"[""Grass"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/bramblin.png,generation-ix,Generation IX,275.0,40.0,65.0,30.0,,,60.0,"(walk 1,000 steps in Let's Go mode)","[{""evolves_to"": ""Brambleghast"", ""condition"": ""(walk 1,000 steps in Let's Go mode)""}]"
brambleghast,Brambleghast,"[""Grass"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/brambleghast.png,generation-ix,Generation IX,480.0,55.0,115.0,70.0,,,90.0,,[]
toedscool,Toedscool,"[""Ground"", ""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscool.png,generation-ix,Generation IX,335.0,40.0,40.0,35.0,,,70.0,(Level 30),"[{""evolves_to"": ""Toedscruel"", ""condition"": ""(Level 30)""}]"
toedscruel,Toedscruel,"[""Ground"", ""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscruel.png,generation-ix,Generation IX,515.0,80.0,70.0,65.0,,,100.0,,[]
klawf,Klawf,"[""Rock""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/klawf.png,generation-ix,Generation IX,450.0,70.0,100.0,115.0,,,75.0,,
capsakid,Capsakid,"[""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/capsakid.png,generation-ix,Generation IX,304.0,50.0,62.0,40.0,,,50.0,(use Fire Stone),"[{""evolves_to"": ""Scovillain"", ""condition"": ""(use Fire Stone)""}]"
scovillain,Scovillain,"[""Grass"", ""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/scovillain.png,generation-ix,Generation IX,486.0,65.0,108.0,65.0,,,75.0,,[]
rellor,Rellor,"[""Bug""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/rellor.png,generation-ix,Generation IX,270.0,41.0,50.0,60.0,,,30.0,"(walk 1,000 steps in Let's Go mode)","[{""evolves_to"": ""Rabsca"", ""condition"": ""(walk 1,000 steps in Let's Go mode)""}]"
rabsca,Rabsca,"[""Bug"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/rabsca.png,generation-ix,Generation IX,470.0,75.0,50.0,85.0,,,45.0,,[]
flittle,Flittle,"[""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/flittle.png,generation-ix,Generation IX,255.0,30.0,35.0,30.0,,,75.0,(Level 35),"[{""evolves_to"": ""Espathra"", ""condition"": ""(Level 35)""}]"
espathra,Espathra,"[""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/espathra.png,generation-ix,Generation IX,481.0,95.0,60.0,60.0,,,105.0,,[]
tinkatink,Tinkatink,"[""Fairy"", ""Steel""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkatink.png,generation-ix,Generation IX,297.0,50.0,45.0,45.0,,,58.0,(Level 24),"[{""evolves_to"": ""Tinkatuff"", ""condition"": ""(Level 24)""}]"
tinkatuff,Tinkatuff,"[""Fairy"", ""Steel""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkatuff.png,generation-ix,Generation IX,380.0,65.0,55.0,55.0,,,78.0,(Level 38),"[{""evolves_to"": ""Tinkaton"", ""condition"": ""(Level 38)""}]"
tinkaton,Tinkaton,"[""Fairy"", ""Steel""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkaton.png,generation-ix,Generation IX,506.0,85.0,75.0,77.0,,,94.0,,[]
wiglett,Wiglett,"[""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/wiglett.png,generation-ix,Generation IX,245.0,10.0,55.0,25.0,,,95.0,(Level 26),"[{""evolves_to"": ""Wugtrio"", ""condition"": ""(Level 26)""}]"
wugtrio,Wugtrio,"[""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/wugtrio.png,generation-ix,Generation IX,425.0,35.0,100.0,50.0,,,120.0,,[]
bombirdier,Bombirdier,"[""Flying"", ""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/bombirdier.png,generation-ix,Generation IX,485.0,70.0,103.0,85.0,,,82.0,,
finizen,Finizen,"[""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/finizen.png,generation-ix,Generation IX,315.0,70.0,45.0,40.0,,,75.0,"(Level 38, while in multiplayer)","[{""evolves_to"": ""Palafin (Zero Form)"", ""condition"": ""(Level 38, while in multiplayer)""}]"
palafin,Palafin,"[""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/palafin.png,generation-ix,Generation IX,,,,,,,,,
varoom,Varoom,"[""Steel"", ""Poison""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/varoom.png,generation-ix,Generation IX,300.0,45.0,70.0,63.0,,,47.0,(Level 40),"[{""evolves_to"": ""Revavroom"", ""condition"": ""(Level 40)""}]"
revavroom,Revavroom,"[""Steel"", ""Poison""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/revavroom.png,generation-ix,Generation IX,500.0,80.0,119.0,90.0,,,90.0,,[]
cyclizar,Cyclizar,"[""Dragon"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/cyclizar.png,generation-ix,Generation IX,501.0,70.0,95.0,65.0,,,121.0,,
orthworm,Orthworm,"[""Steel""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/orthworm.png,generation-ix,Generation IX,480.0,70.0,85.0,145.0,,,65.0,,
glimmet,Glimmet,"[""Rock"", ""Poison""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmet.png,generation-ix,Generation IX,350.0,48.0,35.0,42.0,,,60.0,(Level 35),"[{""evolves_to"": ""Glimmora"", ""condition"": ""(Level 35)""}]"
glimmora,Glimmora,"[""Rock"", ""Poison""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmora.png,generation-ix,Generation IX,525.0,83.0,55.0,90.0,,,86.0,,[]
greavard,Greavard,"[""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/greavard.png,generation-ix,Generation IX,290.0,50.0,61.0,60.0,,,34.0,"(Level 30, Nighttime)","[{""evolves_to"": ""Houndstone"", ""condition"": ""(Level 30, Nighttime)""}]"
houndstone,Houndstone,"[""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/houndstone.png,generation-ix,Generation IX,488.0,72.0,101.0,100.0,,,68.0,,[]
flamigo,Flamigo,"[""Flying"", ""Fighting""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/flamigo.png,generation-ix,Generation IX,500.0,82.0,115.0,74.0,,,90.0,,
cetoddle,Cetoddle,"[""Ice""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/cetoddle.png,generation-ix,Generation IX,334.0,108.0,68.0,45.0,,,43.0,(use Ice Stone),"[{""evolves_to"": ""Cetitan"", ""condition"": ""(use Ice Stone)""}]"
cetitan,Cetitan,"[""Ice""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/cetitan.png,generation-ix,Generation IX,521.0,170.0,113.0,65.0,,,73.0,,[]
veluza,Veluza,"[""Water"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/veluza.png,generation-ix,Generation IX,478.0,90.0,102.0,73.0,,,70.0,,
dondozo,Dondozo,"[""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/dondozo.png,generation-ix,Generation IX,530.0,150.0,100.0,115.0,,,35.0,,
tatsugiri,Tatsugiri,"[""Dragon"", ""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/tatsugiri.png,generation-ix,Generation IX,,,,,,,,,
annihilape,Annihilape,"[""Fighting"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/annihilape.png,generation-ix,Generation IX,535.0,110.0,115.0,80.0,,,90.0,,[]
clodsire,Clodsire,"[""Poison"", ""Ground""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/clodsire.png,generation-ix,Generation IX,430.0,130.0,75.0,60.0,,,20.0,,[]
farigiraf,Farigiraf,"[""Normal"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/farigiraf.png,generation-ix,Generation IX,520.0,120.0,90.0,70.0,,,60.0,,[]
dudunsparce,Dudunsparce,"[""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/dudunsparce.png,generation-ix,Generation IX,,,,,,,,,
kingambit,Kingambit,"[""Dark"", ""Steel""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/kingambit.png,generation-ix,Generation IX,550.0,100.0,135.0,120.0,,,50.0,,[]
great tusk,Great Tusk,"[""Ground"", ""Fighting""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/great-tusk.png,generation-ix,Generation IX,570.0,115.0,131.0,131.0,,,87.0,,
scream tail,Scream Tail,"[""Fairy"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/scream-tail.png,generation-ix,Generation IX,570.0,115.0,65.0,99.0,,,111.0,,
brute bonnet,Brute Bonnet,"[""Grass"", ""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/brute-bonnet.png,generation-ix,Generation IX,570.0,111.0,127.0,99.0,,,55.0,,
flutter mane,Flutter Mane,"[""Ghost"", ""Fairy""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/flutter-mane.png,generation-ix,Generation IX,570.0,55.0,55.0,55.0,,,135.0,,
slither wing,Slither Wing,"[""Bug"", ""Fighting""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/slither-wing.png,generation-ix,Generation IX,570.0,85.0,135.0,79.0,,,81.0,,
sandy shocks,Sandy Shocks,"[""Electric"", ""Ground""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/sandy-shocks.png,generation-ix,Generation IX,570.0,85.0,81.0,97.0,,,101.0,,
iron treads,Iron Treads,"[""Ground"", ""Steel""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-treads.png,generation-ix,Generation IX,570.0,90.0,112.0,120.0,,,106.0,,
iron bundle,Iron Bundle,"[""Ice"", ""Water""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-bundle.png,generation-ix,Generation IX,570.0,56.0,80.0,114.0,,,136.0,,
iron hands,Iron Hands,"[""Fighting"", ""Electric""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-hands.png,generation-ix,Generation IX,570.0,154.0,140.0,108.0,,,50.0,,
iron jugulis,Iron Jugulis,"[""Dark"", ""Flying""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-jugulis.png,generation-ix,Generation IX,570.0,94.0,80.0,86.0,,,108.0,,
iron moth,Iron Moth,"[""Fire"", ""Poison""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-moth.png,generation-ix,Generation IX,570.0,80.0,70.0,60.0,,,110.0,,
iron thorns,Iron Thorns,"[""Rock"", ""Electric""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-thorns.png,generation-ix,Generation IX,570.0,100.0,134.0,110.0,,,72.0,,
frigibax,Frigibax,"[""Dragon"", ""Ice""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/frigibax.png,generation-ix,Generation IX,320.0,65.0,75.0,45.0,,,55.0,(Level 35),"[{""evolves_to"": ""Arctibax"", ""condition"": ""(Level 35)""}]"
arctibax,Arctibax,"[""Dragon"", ""Ice""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/arctibax.png,generation-ix,Generation IX,423.0,90.0,95.0,66.0,,,62.0,(Level 54),"[{""evolves_to"": ""Baxcalibur"", ""condition"": ""(Level 54)""}]"
baxcalibur,Baxcalibur,"[""Dragon"", ""Ice""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/baxcalibur.png,generation-ix,Generation IX,600.0,115.0,145.0,92.0,,,87.0,,[]
gimmighoul,Gimmighoul,"[""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/gimmighoul.png,generation-ix,Generation IX,,,,,,,,,
gholdengo,Gholdengo,"[""Steel"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/gholdengo.png,generation-ix,Generation IX,550.0,87.0,60.0,95.0,,,84.0,,[]
wo-chien,Wo-Chien,"[""Dark"", ""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/wo-chien.png,generation-ix,Generation IX,570.0,85.0,85.0,100.0,,,70.0,,
chien-pao,Chien-Pao,"[""Dark"", ""Ice""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/chien-pao.png,generation-ix,Generation IX,570.0,80.0,120.0,80.0,,,135.0,,
ting-lu,Ting-Lu,"[""Dark"", ""Ground""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/ting-lu.png,generation-ix,Generation IX,570.0,155.0,110.0,125.0,,,45.0,,
chi-yu,Chi-Yu,"[""Dark"", ""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/chi-yu.png,generation-ix,Generation IX,570.0,55.0,80.0,80.0,,,100.0,,
roaring moon,Roaring Moon,"[""Dragon"", ""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/roaring-moon.png,generation-ix,Generation IX,590.0,105.0,139.0,71.0,,,119.0,,
iron valiant,Iron Valiant,"[""Fairy"", ""Fighting""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-valiant.png,generation-ix,Generation IX,590.0,74.0,130.0,90.0,,,116.0,,
koraidon,Koraidon,"[""Fighting"", ""Dragon""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/koraidon.png,generation-ix,Generation IX,670.0,100.0,135.0,115.0,,,135.0,,
miraidon,Miraidon,"[""Electric"", ""Dragon""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/miraidon.png,generation-ix,Generation IX,670.0,100.0,85.0,100.0,,,135.0,,
walking wake,Walking Wake,"[""Water"", ""Dragon""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/walking-wake.png,generation-ix,Generation IX,590.0,99.0,83.0,91.0,,,109.0,,
iron leaves,Iron Leaves,"[""Grass"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-leaves.png,generation-ix,Generation IX,590.0,90.0,130.0,88.0,,,104.0,,
dipplin,Dipplin,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/dipplin.png,generation-ix,Generation IX,485.0,80.0,80.0,110.0,,,40.0,(after Dragon Cheer learned),"[{""evolves_to"": ""Hydrapple"", ""condition"": ""(after Dragon Cheer learned)""}]"
